Row ID,總分類,大分類,中分類,小分類,細分類,提示詞內容
提示詞-1410,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),07. 八字眉 (slanted down eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 八字眉 (slanted down eyebrows) -  - 
提示詞-1411,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),08. 上揚眉 (upward eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 上揚眉 (upward eyebrows) -  - 
提示詞-1412,09. 五官 (Facial features),05. 眉毛 (Eyebrows),01. 經典形狀與走向 (Classic Shapes & Orientations),09. 下垂眉 (droopy eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 經典形狀與走向 (Classic Shapes & Orientations) - 下垂眉 (droopy eyebrows) -  - 
提示詞-1413,09. 五官 (Facial features),05. 眉毛 (Eyebrows),02. 濃密度與粗細 (Density & Thickness),01. 濃密眉毛 (thick eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 濃密度與粗細 (Density & Thickness) - 濃密眉毛 (thick eyebrows) -  - 
提示詞-1414,09. 五官 (Facial features),05. 眉毛 (Eyebrows),02. 濃密度與粗細 (Density & Thickness),02. 稀疏眉毛 (sparse eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 濃密度與粗細 (Density & Thickness) - 稀疏眉毛 (sparse eyebrows) -  - 
提示詞-1415,09. 五官 (Facial features),05. 眉毛 (Eyebrows),02. 濃密度與粗細 (Density & Thickness),03. 野生眉 (bushy eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 濃密度與粗細 (Density & Thickness) - 野生眉 (bushy eyebrows) -  - 
提示詞-1416,09. 五官 (Facial features),05. 眉毛 (Eyebrows),02. 濃密度與粗細 (Density & Thickness),04. 粗眉 (bold eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 濃密度與粗細 (Density & Thickness) - 粗眉 (bold eyebrows) -  - 
提示詞-1417,09. 五官 (Facial features),05. 眉毛 (Eyebrows),02. 濃密度與粗細 (Density & Thickness),05. 細眉 (thin eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 濃密度與粗細 (Density & Thickness) - 細眉 (thin eyebrows) -  - 
提示詞-1418,09. 五官 (Facial features),05. 眉毛 (Eyebrows),02. 濃密度與粗細 (Density & Thickness),06. 無眉 (eyebrowless),-,五官 (Facial features) - 眉毛 (Eyebrows) - 濃密度與粗細 (Density & Thickness) - 無眉 (eyebrowless) -  - 
提示詞-1419,09. 五官 (Facial features),05. 眉毛 (Eyebrows),03. 長度與眉峰細節 (Length & Arch Details),01. 修長眉 (long eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 長度與眉峰細節 (Length & Arch Details) - 修長眉 (long eyebrows) -  - 
提示詞-1420,09. 五官 (Facial features),05. 眉毛 (Eyebrows),03. 長度與眉峰細節 (Length & Arch Details),02. 短促眉 (short eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 長度與眉峰細節 (Length & Arch Details) - 短促眉 (short eyebrows) -  - 
提示詞-1421,09. 五官 (Facial features),05. 眉毛 (Eyebrows),03. 長度與眉峰細節 (Length & Arch Details),03. 眉峰明顯 (defined brow arch),-,五官 (Facial features) - 眉毛 (Eyebrows) - 長度與眉峰細節 (Length & Arch Details) - 眉峰明顯 (defined brow arch) -  - 
提示詞-1422,09. 五官 (Facial features),05. 眉毛 (Eyebrows),03. 長度與眉峰細節 (Length & Arch Details),04. 圓潤眉峰 (rounded brow arch),-,五官 (Facial features) - 眉毛 (Eyebrows) - 長度與眉峰細節 (Length & Arch Details) - 圓潤眉峰 (rounded brow arch) -  - 
提示詞-1423,09. 五官 (Facial features),05. 眉毛 (Eyebrows),04. 質感與整體狀態 (Texture & Overall State),01. 柔和眉 (soft eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 質感與整體狀態 (Texture & Overall State) - 柔和眉 (soft eyebrows) -  - 
提示詞-1424,09. 五官 (Facial features),05. 眉毛 (Eyebrows),04. 質感與整體狀態 (Texture & Overall State),02. 銳利眉 (sharp eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 質感與整體狀態 (Texture & Overall State) - 銳利眉 (sharp eyebrows) -  - 
提示詞-1425,09. 五官 (Facial features),05. 眉毛 (Eyebrows),04. 質感與整體狀態 (Texture & Overall State),03. 雜亂眉毛 (messy eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 質感與整體狀態 (Texture & Overall State) - 雜亂眉毛 (messy eyebrows) -  - 
提示詞-1426,09. 五官 (Facial features),05. 眉毛 (Eyebrows),04. 質感與整體狀態 (Texture & Overall State),04. 整齊眉毛 (neat eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 質感與整體狀態 (Texture & Overall State) - 整齊眉毛 (neat eyebrows) -  - 
提示詞-1427,09. 五官 (Facial features),05. 眉毛 (Eyebrows),05. 顏色與特殊標記 (Colors & Special Marks),01. 斷眉 (slit eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 顏色與特殊標記 (Colors & Special Marks) - 斷眉 (slit eyebrows) -  - 
提示詞-1428,09. 五官 (Facial features),05. 眉毛 (Eyebrows),05. 顏色與特殊標記 (Colors & Special Marks),02. 眉毛帶疤 (scarred eyebrow),-,五官 (Facial features) - 眉毛 (Eyebrows) - 顏色與特殊標記 (Colors & Special Marks) - 眉毛帶疤 (scarred eyebrow) -  - 
提示詞-1429,09. 五官 (Facial features),05. 眉毛 (Eyebrows),05. 顏色與特殊標記 (Colors & Special Marks),03. 褪色眉 (faded eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 顏色與特殊標記 (Colors & Special Marks) - 褪色眉 (faded eyebrows) -  - 
提示詞-1430,09. 五官 (Facial features),05. 眉毛 (Eyebrows),05. 顏色與特殊標記 (Colors & Special Marks),04. 染色的眉毛 (dyed eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 顏色與特殊標記 (Colors & Special Marks) - 染色的眉毛 (dyed eyebrows) -  - 
提示詞-1431,09. 五官 (Facial features),05. 眉毛 (Eyebrows),05. 顏色與特殊標記 (Colors & Special Marks),05. 雙色眉 (two-toned eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 顏色與特殊標記 (Colors & Special Marks) - 雙色眉 (two-toned eyebrows) -  - 
提示詞-1432,09. 五官 (Facial features),05. 眉毛 (Eyebrows),06. 動態與表情 (Dynamics & Expressions),01. 挑眉 (raised eyebrow),-,五官 (Facial features) - 眉毛 (Eyebrows) - 動態與表情 (Dynamics & Expressions) - 挑眉 (raised eyebrow) -  - 
提示詞-1433,09. 五官 (Facial features),05. 眉毛 (Eyebrows),06. 動態與表情 (Dynamics & Expressions),02. 皺眉 (furrowed eyebrows),-,五官 (Facial features) - 眉毛 (Eyebrows) - 動態與表情 (Dynamics & Expressions) - 皺眉 (furrowed eyebrows) -  - 
提示詞-1434,09. 五官 (Facial features),05. 眉毛 (Eyebrows),07. 眉毛_自定,-,-,五官 (Facial features) - 眉毛 (Eyebrows) - 眉毛_自定 -  -  -  - 
提示詞-1435,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),01. 韓系玻璃肌 (glass skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 韓系玻璃肌 (glass skin) -  - 
提示詞-1436,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),02. 無瑕水光肌 (flawless dewy skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 無瑕水光肌 (flawless dewy skin) -  - 
提示詞-1437,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),03. 透亮底妝 (luminous base),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 透亮底妝 (luminous base) -  - 
提示詞-1438,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),04. 光澤氣色肌 (glowing complexion),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 光澤氣色肌 (glowing complexion) -  - 
提示詞-1439,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),05. 珍珠光澤肌 (pearl skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 珍珠光澤肌 (pearl skin) -  - 
提示詞-1440,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),06. 飽滿水潤肌 (hydrated skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 飽滿水潤肌 (hydrated skin) -  - 
提示詞-1441,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),07. 容光煥發肌 (radiant skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 容光煥發肌 (radiant skin) -  - 
提示詞-1442,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),01. 光澤與水潤妝效 (Dewy & Luminous Finishes),08. 濕潤感前衛肌膚 (wet look skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 光澤與水潤妝效 (Dewy & Luminous Finishes) - 濕潤感前衛肌膚 (wet look skin) -  - 
提示詞-1443,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),01. 柔霧雲朵肌 (cloud skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 柔霧雲朵肌 (cloud skin) -  - 
提示詞-1444,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),02. 啞光粉底 (matte foundation),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 啞光粉底 (matte foundation) -  - 
提示詞-1445,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),03. 半啞光妝效 (semi-matte finish),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 半啞光妝效 (semi-matte finish) -  - 
提示詞-1446,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),04. 高級絲絨肌 (velvet skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 高級絲絨肌 (velvet skin) -  - 
提示詞-1447,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),05. 柔焦底妝 (soft focus base),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 柔焦底妝 (soft focus base) -  - 
提示詞-1448,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),06. 啞光絲絨感 (matte velvety finish),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 啞光絲絨感 (matte velvety finish) -  - 
提示詞-1449,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),07. 緞面微光粉底 (satin finish foundation),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 緞面微光粉底 (satin finish foundation) -  - 
提示詞-1450,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),02. 啞光與柔霧妝效 (Matte & Soft Focus Finishes),08. 透明蜜粉定妝 (translucent powder finish),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 啞光與柔霧妝效 (Matte & Soft Focus Finishes) - 透明蜜粉定妝 (translucent powder finish) -  - 
提示詞-1451,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),03. 遮瑕與底妝類型 (Coverage & Base Types),01. 噴槍無瑕肌 (airbrushed skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 遮瑕與底妝類型 (Coverage & Base Types) - 噴槍無瑕肌 (airbrushed skin) -  - 
提示詞-1452,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),03. 遮瑕與底妝類型 (Coverage & Base Types),02. 輕薄粉底 (lightweight sheer foundation),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 遮瑕與底妝類型 (Coverage & Base Types) - 輕薄粉底 (lightweight sheer foundation) -  - 
提示詞-1453,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),03. 遮瑕與底妝類型 (Coverage & Base Types),03. 高遮瑕粉底 (full coverage foundation),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 遮瑕與底妝類型 (Coverage & Base Types) - 高遮瑕粉底 (full coverage foundation) -  - 
提示詞-1454,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),03. 遮瑕與底妝類型 (Coverage & Base Types),04. BB霜輕薄妝效 (BB cream finish),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 遮瑕與底妝類型 (Coverage & Base Types) - BB霜輕薄妝效 (BB cream finish) -  - 
提示詞-1455,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),03. 遮瑕與底妝類型 (Coverage & Base Types),05. 極簡遮瑕 (minimal concealer),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 遮瑕與底妝類型 (Coverage & Base Types) - 極簡遮瑕 (minimal concealer) -  - 
提示詞-1456,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),03. 遮瑕與底妝類型 (Coverage & Base Types),06. 提亮妝前乳效果 (glowing primer),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 遮瑕與底妝類型 (Coverage & Base Types) - 提亮妝前乳效果 (glowing primer) -  - 
提示詞-1457,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),04. 自然與極簡風格 (Natural & Minimalist Styles),01. 極簡乾淨底妝 (clean girl aesthetic makeup),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 自然與極簡風格 (Natural & Minimalist Styles) - 極簡乾淨底妝 (clean girl aesthetic makeup) -  - 
提示詞-1458,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),04. 自然與極簡風格 (Natural & Minimalist Styles),02. 自然肌理感 (natural skin texture),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 自然與極簡風格 (Natural & Minimalist Styles) - 自然肌理感 (natural skin texture) -  - 
提示詞-1459,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),04. 自然與極簡風格 (Natural & Minimalist Styles),03. 偽素顏感 (bare-faced look),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 自然與極簡風格 (Natural & Minimalist Styles) - 偽素顏感 (bare-faced look) -  - 
提示詞-1460,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),04. 自然與極簡風格 (Natural & Minimalist Styles),04. 平滑無毛孔肌 (smooth poreless skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 自然與極簡風格 (Natural & Minimalist Styles) - 平滑無毛孔肌 (smooth poreless skin) -  - 
提示詞-1461,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),04. 自然與極簡風格 (Natural & Minimalist Styles),05. 超寫實皮膚質感 (hyper-realistic skin texture),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 自然與極簡風格 (Natural & Minimalist Styles) - 超寫實皮膚質感 (hyper-realistic skin texture) -  - 
提示詞-1462,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),05. 膚色與特定質感 (Skin Tones & Specific Textures),01. 白皙陶瓷肌 (porcelain skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 膚色與特定質感 (Skin Tones & Specific Textures) - 白皙陶瓷肌 (porcelain skin) -  - 
提示詞-1463,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),05. 膚色與特定質感 (Skin Tones & Specific Textures),02. 陽光健康肌 (sun-kissed skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 膚色與特定質感 (Skin Tones & Specific Textures) - 陽光健康肌 (sun-kissed skin) -  - 
提示詞-1464,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),05. 膚色與特定質感 (Skin Tones & Specific Textures),03. 暖調蜜糖肌 (honey skin),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 膚色與特定質感 (Skin Tones & Specific Textures) - 暖調蜜糖肌 (honey skin) -  - 
提示詞-1465,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),01. 底妝 (Base Makeup),06. 底妝_自定,-,-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 底妝 (Base Makeup) - 底妝_自定 -  -  -  - 
提示詞-1466,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),02. 輪廓 (Contour),01. 陰影與修容風格 (Contour & Shading Styles),01. 深邃修容 (sharp face contour),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 輪廓 (Contour) - 陰影與修容風格 (Contour & Shading Styles) - 深邃修容 (sharp face contour) -  - 
提示詞-1467,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),02. 輪廓 (Contour),01. 陰影與修容風格 (Contour & Shading Styles),02. 柔和修容 (soft contour),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 輪廓 (Contour) - 陰影與修容風格 (Contour & Shading Styles) - 柔和修容 (soft contour) -  - 
提示詞-1468,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),02. 輪廓 (Contour),01. 陰影與修容風格 (Contour & Shading Styles),03. 自然陰影修容 (natural shadow contour),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 輪廓 (Contour) - 陰影與修容風格 (Contour & Shading Styles) - 自然陰影修容 (natural shadow contour) -  - 
提示詞-1469,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),02. 輪廓 (Contour),01. 陰影與修容風格 (Contour & Shading Styles),04. 冷調灰棕修容 (cool-toned contour),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 輪廓 (Contour) - 陰影與修容風格 (Contour & Shading Styles) - 冷調灰棕修容 (cool-toned contour) -  - 
提示詞-1470,10. 底妝與彩妝 (Base Makeup and Color Cosmetics),02. 輪廓 (Contour),01. 陰影與修容風格 (Contour & Shading Styles),05. 輕柔陰影 (gentle shading),-,底妝與彩妝 (Base Makeup and Color Cosmetics) - 輪廓 (Contour) - 陰影與修容風格 (Contour & Shading Styles) - 輕柔陰影 (gentle shading) -  - 
